Network,Sublayer,Node,Metric,Mean_Control,Mean_MS,Delta_Control_minus_MS
MULTILAYER,rsfMRI,49,Eigenvector,0.07069201,0.06550446,0.0051875487
MULTILAYER,rsfMRI,50,Eigenvector,0.08603142,0.08100775,0.005023673
MULTILAYER,rsfMRI,51,Eigenvector,0.08058468,0.07503017,0.005554512
MULTILAYER,rsfMRI,52,Eigenvector,0.0805071,0.07470247,0.005804628
MULTILAYER,rsfMRI,53,Eigenvector,0.07866768,0.072802834,0.0058648437
MULTILAYER,rsfMRI,54,Eigenvector,0.072181165,0.06894247,0.0032386929
MULTILAYER,rsfMRI,55,Eigenvector,0.06897917,0.06257209,0.0064070746
MULTILAYER,rsfMRI,56,Eigenvector,0.06683314,0.065340966,0.0014921725
MULTILAYER,rsfMRI,57,Eigenvector,0.088730335,0.08220813,0.0065222085
MULTILAYER,rsfMRI,58,Eigenvector,0.056829304,0.0513864,0.0054429024
MULTILAYER,rsfMRI,59,Eigenvector,0.07546803,0.0688314,0.0066366345
MULTILAYER,rsfMRI,60,Eigenvector,0.079402715,0.07374458,0.005658135
MULTILAYER,rsfMRI,61,Eigenvector,0.070154004,0.06639958,0.003754422
MULTILAYER,rsfMRI,62,Eigenvector,0.07720805,0.070694976,0.006513074
MULTILAYER,rsfMRI,63,Eigenvector,0.07155032,0.064209685,0.0073406324
MULTILAYER,rsfMRI,64,Eigenvector,0.07955936,0.07264023,0.0069191307
MULTILAYER,rsfMRI,65,Eigenvector,0.07319837,0.06846533,0.004733041
MULTILAYER,rsfMRI,66,Eigenvector,0.08008286,0.07386498,0.006217882
MULTILAYER,rsfMRI,67,Eigenvector,0.08778043,0.080138095,0.007642336
MULTILAYER,rsfMRI,68,Eigenvector,0.06546,0.06389988,0.0015601143
MULTILAYER,rsfMRI,69,Eigenvector,0.07991942,0.07466579,0.005253628
MULTILAYER,rsfMRI,70,Eigenvector,0.08447512,0.079033405,0.005441718
MULTILAYER,rsfMRI,71,Eigenvector,0.08816327,0.08166778,0.0064954907
MULTILAYER,rsfMRI,72,Eigenvector,0.08711216,0.080130585,0.006981574
MULTILAYER,rsfMRI,73,Eigenvector,0.08456095,0.07743004,0.0071309134
MULTILAYER,rsfMRI,74,Eigenvector,0.06505484,0.060641382,0.0044134595
MULTILAYER,rsfMRI,75,Eigenvector,0.088844135,0.080847576,0.007996559
