Network,Sublayer,Node,Metric,Mean_Control,Mean_MS,Delta_Control_minus_MS
MULTINEXT,GM,0,Degree,119.37736,118.32692,1.0504379
MULTINEXT,GM,1,Degree,128.86792,128.65384,0.21408081
MULTINEXT,GM,2,Degree,123.15094,122.48077,0.67017365
MULTINEXT,GM,3,Degree,92.77358,93.44231,-0.66872406
MULTINEXT,GM,4,Degree,124.830185,124.76923,0.060951233
MULTINEXT,GM,5,Degree,140.16982,139.13461,1.035202
MULTINEXT,GM,6,Degree,134.86792,134.53847,0.3294525
MULTINEXT,GM,7,Degree,134.64151,134.76923,-0.12771606
MULTINEXT,GM,8,Degree,130.81133,130.67308,0.13824463
MULTINEXT,GM,9,Degree,128.75471,128.76923,-0.014511108
MULTINEXT,GM,10,Degree,120.0,119.69231,0.30769348
MULTINEXT,GM,11,Degree,123.0566,122.57692,0.47968292
MULTINEXT,GM,12,Degree,139.69812,139.61539,0.082733154
MULTINEXT,GM,13,Degree,104.037735,103.96154,0.07619476
MULTINEXT,GM,14,Degree,119.09434,118.61539,0.4789505
MULTINEXT,GM,15,Degree,128.35849,127.17308,1.1854095
MULTINEXT,GM,16,Degree,121.471695,120.19231,1.2793884
MULTINEXT,GM,17,Degree,130.33963,129.15384,1.185791
MULTINEXT,GM,18,Degree,118.169815,117.55769,0.6121216
MULTINEXT,GM,19,Degree,124.169815,123.44231,0.72750854
MULTINEXT,GM,20,Degree,128.09435,127.44231,0.6520386
MULTINEXT,GM,21,Degree,132.16982,131.28847,0.88134766
MULTINEXT,GM,22,Degree,143.07547,142.17308,0.9023895
MULTINEXT,GM,23,Degree,122.84906,122.78846,0.06060028
MULTINEXT,GM,24,Degree,133.13208,132.3077,0.8243866
MULTINEXT,GM,25,Degree,137.86792,137.48077,0.387146
MULTINEXT,GM,26,Degree,136.18867,135.1923,0.9963684
MULTINEXT,GM,27,Degree,140.92453,140.36539,0.55914307
MULTINEXT,GM,28,Degree,134.22641,133.1923,1.0341034
MULTINEXT,GM,29,Degree,108.64151,107.26923,1.3722763
MULTINEXT,GM,30,Degree,142.98112,142.26923,0.7118988
MULTINEXT,GM,31,Degree,145.73586,145.46153,0.2743225
MULTINEXT,GM,32,Degree,133.77359,133.65384,0.11975098
MULTINEXT,GM,33,Degree,146.32076,144.86539,1.455368
MULTINEXT,GM,34,Degree,134.15094,133.26923,0.88171387
MULTINEXT,GM,35,Degree,131.69812,131.76923,-0.07110596
MULTINEXT,GM,36,Degree,106.98113,106.96154,0.019592285
MULTINEXT,GM,37,Degree,114.81132,114.98077,-0.16944885
MULTINEXT,GM,38,Degree,146.67924,146.5,0.179245
MULTINEXT,GM,39,Degree,136.96227,136.40384,0.5584259
MULTINEXT,GM,40,Degree,147.20755,145.96153,1.2460175
MULTINEXT,GM,41,Degree,138.64151,138.6923,-0.05079651
MULTINEXT,GM,42,Degree,133.79245,133.63461,0.15783691
MULTINEXT,GM,43,Degree,98.13207,97.98077,0.15130615
MULTINEXT,GM,44,Degree,110.830185,111.03846,-0.20827484
MULTINEXT,GM,45,Degree,113.830185,113.98077,-0.15058136
MULTINEXT,GM,46,Degree,128.28302,127.25,1.03302
MULTINEXT,GM,47,Degree,125.01887,124.57692,0.44194794
MULTINEXT,GM,48,Degree,90.64151,91.61539,-0.97387695
MULTINEXT,GM,49,Degree,120.54717,121.13461,-0.5874405
MULTINEXT,GM,50,Degree,140.94339,140.34616,0.597229
MULTINEXT,GM,51,Degree,131.73586,131.73077,0.0050811768
MULTINEXT,GM,52,Degree,133.90565,133.51923,0.38642883
MULTINEXT,GM,53,Degree,126.69811,126.86539,-0.16727448
MULTINEXT,GM,54,Degree,125.81132,125.76923,0.04208374
MULTINEXT,GM,55,Degree,117.86793,117.86539,0.0025405884
MULTINEXT,GM,56,Degree,123.79245,123.82692,-0.034469604
MULTINEXT,GM,57,Degree,140.83018,140.46153,0.36865234
MULTINEXT,GM,58,Degree,103.56604,104.44231,-0.8762665
MULTINEXT,GM,59,Degree,121.56604,120.09615,1.4698868
MULTINEXT,GM,60,Degree,129.50943,128.0,1.5094299
MULTINEXT,GM,61,Degree,119.35849,118.34615,1.0123367
MULTINEXT,GM,62,Degree,129.4717,128.03847,1.4332275
MULTINEXT,GM,63,Degree,119.0566,118.65385,0.40275574
MULTINEXT,GM,64,Degree,115.396225,114.38461,1.0116119
MULTINEXT,GM,65,Degree,123.15094,122.48077,0.67017365
MULTINEXT,GM,66,Degree,130.39622,129.09616,1.3000641
MULTINEXT,GM,67,Degree,142.92453,142.32692,0.5976105
MULTINEXT,GM,68,Degree,118.81132,118.90385,-0.0925293
MULTINEXT,GM,69,Degree,133.92453,133.5,0.42453003
MULTINEXT,GM,70,Degree,138.86792,138.46153,0.40638733
MULTINEXT,GM,71,Degree,136.32076,135.0577,1.2630615
MULTINEXT,GM,72,Degree,142.01888,141.25,0.7688751
MULTINEXT,GM,73,Degree,134.30188,133.11539,1.1864929
MULTINEXT,GM,74,Degree,100.71698,99.34615,1.3708267
MULTINEXT,GM,75,Degree,143.96227,143.26923,0.69303894
MULTINEXT,rsfMRI,0,Degree,120.28302,119.40385,0.8791733
MULTINEXT,rsfMRI,1,Degree,129.37737,128.13461,1.2427521
MULTINEXT,rsfMRI,2,Degree,122.9434,122.69231,0.251091
MULTINEXT,rsfMRI,3,Degree,93.26415,92.94231,0.321846
MULTINEXT,rsfMRI,4,Degree,125.0566,124.53846,0.5181427
MULTINEXT,rsfMRI,5,Degree,140.07547,139.23077,0.84469604
MULTINEXT,rsfMRI,6,Degree,135.1132,134.28847,0.82473755
MULTINEXT,rsfMRI,7,Degree,135.43396,133.96153,1.4724274
MULTINEXT,rsfMRI,8,Degree,131.07547,130.40384,0.67163086
MULTINEXT,rsfMRI,9,Degree,129.15094,128.36539,0.785553
MULTINEXT,rsfMRI,10,Degree,120.113205,119.57692,0.5362854
MULTINEXT,rsfMRI,11,Degree,124.13207,123.48077,0.65130615
MULTINEXT,rsfMRI,12,Degree,140.32076,138.98077,1.3399811
MULTINEXT,rsfMRI,13,Degree,104.41509,103.57692,0.8381729
MULTINEXT,rsfMRI,14,Degree,125.41509,124.17308,1.242012
MULTINEXT,rsfMRI,15,Degree,128.28302,127.25,1.03302
MULTINEXT,rsfMRI,16,Degree,121.07547,120.59615,0.4793167
MULTINEXT,rsfMRI,17,Degree,130.22641,129.26923,0.95718384
MULTINEXT,rsfMRI,18,Degree,118.90566,118.80769,0.097969055
MULTINEXT,rsfMRI,19,Degree,132.28302,131.17308,1.1099396
MULTINEXT,rsfMRI,20,Degree,128.1132,127.42308,0.6901245
MULTINEXT,rsfMRI,21,Degree,132.26414,131.1923,1.0718384
MULTINEXT,rsfMRI,22,Degree,143.15094,142.09616,1.054779
MULTINEXT,rsfMRI,23,Degree,123.30189,122.32692,0.97496796
MULTINEXT,rsfMRI,24,Degree,133.03773,132.40384,0.6338959
MULTINEXT,rsfMRI,25,Degree,138.26414,137.07692,1.1872253
MULTINEXT,rsfMRI,26,Degree,142.15094,141.11539,1.035553
MULTINEXT,rsfMRI,27,Degree,141.0,140.28847,0.7115326
MULTINEXT,rsfMRI,28,Degree,135.5283,133.86539,1.6629181
MULTINEXT,rsfMRI,29,Degree,115.245285,114.53846,0.70682526
MULTINEXT,rsfMRI,30,Degree,143.49057,141.75,1.7405701
MULTINEXT,rsfMRI,31,Degree,146.24529,144.9423,1.3029785
MULTINEXT,rsfMRI,32,Degree,134.22641,133.1923,1.0341034
MULTINEXT,rsfMRI,33,Degree,146.20755,144.98077,1.2267761
MULTINEXT,rsfMRI,34,Degree,134.13208,133.28847,0.8436127
MULTINEXT,rsfMRI,35,Degree,132.20755,131.25,0.95755005
MULTINEXT,rsfMRI,36,Degree,107.245285,106.69231,0.5529785
MULTINEXT,rsfMRI,37,Degree,115.07547,114.71154,0.36392975
MULTINEXT,rsfMRI,38,Degree,147.18867,145.98077,1.207901
MULTINEXT,rsfMRI,39,Degree,137.32076,136.03847,1.2822876
MULTINEXT,rsfMRI,40,Degree,147.20755,145.96153,1.2460175
MULTINEXT,rsfMRI,41,Degree,139.05661,138.26923,0.78738403
MULTINEXT,rsfMRI,42,Degree,134.15094,133.26923,0.88171387
MULTINEXT,rsfMRI,43,Degree,97.962265,98.15385,-0.19158173
MULTINEXT,rsfMRI,44,Degree,111.01887,110.84615,0.17271423
MULTINEXT,rsfMRI,45,Degree,118.20755,117.51923,0.68831635
MULTINEXT,rsfMRI,46,Degree,129.22641,128.28847,0.9379425
MULTINEXT,rsfMRI,47,Degree,125.01887,124.57692,0.44194794
MULTINEXT,rsfMRI,48,Degree,91.245285,91.0,0.24528503
MULTINEXT,rsfMRI,49,Degree,121.07547,120.59615,0.4793167
MULTINEXT,rsfMRI,50,Degree,141.26414,140.01923,1.2449188
MULTINEXT,rsfMRI,51,Degree,132.32076,131.13461,1.186142
MULTINEXT,rsfMRI,52,Degree,134.28302,133.13461,1.148407
MULTINEXT,rsfMRI,53,Degree,127.13207,126.42308,0.708992
MULTINEXT,rsfMRI,54,Degree,126.18868,125.38461,0.8040695
MULTINEXT,rsfMRI,55,Degree,117.90566,117.82692,0.07874298
MULTINEXT,rsfMRI,56,Degree,123.962265,123.65385,0.30841827
MULTINEXT,rsfMRI,57,Degree,141.20755,140.07692,1.1306305
MULTINEXT,rsfMRI,58,Degree,104.49056,103.5,0.99056244
MULTINEXT,rsfMRI,59,Degree,124.37736,123.23077,1.1465912
MULTINEXT,rsfMRI,60,Degree,129.30188,128.21153,1.0903473
MULTINEXT,rsfMRI,61,Degree,119.22642,118.48077,0.74565125
MULTINEXT,rsfMRI,62,Degree,129.15094,128.36539,0.785553
MULTINEXT,rsfMRI,63,Degree,119.830185,119.86539,-0.035202026
MULTINEXT,rsfMRI,64,Degree,130.20755,129.28847,0.91908264
MULTINEXT,rsfMRI,65,Degree,123.0,122.63461,0.36538696
MULTINEXT,rsfMRI,66,Degree,132.20755,131.25,0.95755005
MULTINEXT,rsfMRI,67,Degree,144.35849,142.86539,1.493103
MULTINEXT,rsfMRI,68,Degree,119.13207,118.57692,0.5551529
MULTINEXT,rsfMRI,69,Degree,134.13208,133.28847,0.8436127
MULTINEXT,rsfMRI,70,Degree,139.35849,137.96153,1.3969574
MULTINEXT,rsfMRI,71,Degree,142.33963,140.92308,1.4165497
MULTINEXT,rsfMRI,72,Degree,142.01888,141.25,0.7688751
MULTINEXT,rsfMRI,73,Degree,136.37737,135.0,1.3773651
MULTINEXT,rsfMRI,74,Degree,110.0566,109.82692,0.22968292
MULTINEXT,rsfMRI,75,Degree,144.26414,142.96153,1.3026123
MULTINEXT,GM,0,Strength,119.37736,118.32692,1.0504379
MULTINEXT,GM,1,Strength,128.86792,128.65384,0.21408081
MULTINEXT,GM,2,Strength,123.15094,122.48077,0.67017365
MULTINEXT,GM,3,Strength,92.77358,93.44231,-0.66872406
MULTINEXT,GM,4,Strength,124.830185,124.76923,0.060951233
MULTINEXT,GM,5,Strength,140.16982,139.13461,1.035202
MULTINEXT,GM,6,Strength,134.86792,134.53847,0.3294525
MULTINEXT,GM,7,Strength,134.64151,134.76923,-0.12771606
MULTINEXT,GM,8,Strength,130.81133,130.67308,0.13824463
MULTINEXT,GM,9,Strength,128.75471,128.76923,-0.014511108
MULTINEXT,GM,10,Strength,120.0,119.69231,0.30769348
MULTINEXT,GM,11,Strength,123.0566,122.57692,0.47968292
MULTINEXT,GM,12,Strength,139.69812,139.61539,0.082733154
MULTINEXT,GM,13,Strength,104.037735,103.96154,0.07619476
MULTINEXT,GM,14,Strength,119.09434,118.61539,0.4789505
MULTINEXT,GM,15,Strength,128.35849,127.17308,1.1854095
MULTINEXT,GM,16,Strength,121.471695,120.19231,1.2793884
MULTINEXT,GM,17,Strength,130.33963,129.15384,1.185791
MULTINEXT,GM,18,Strength,118.169815,117.55769,0.6121216
MULTINEXT,GM,19,Strength,124.169815,123.44231,0.72750854
MULTINEXT,GM,20,Strength,128.09435,127.44231,0.6520386
MULTINEXT,GM,21,Strength,132.16982,131.28847,0.88134766
MULTINEXT,GM,22,Strength,143.07547,142.17308,0.9023895
MULTINEXT,GM,23,Strength,122.84906,122.78846,0.06060028
MULTINEXT,GM,24,Strength,133.13208,132.3077,0.8243866
MULTINEXT,GM,25,Strength,137.86792,137.48077,0.387146
MULTINEXT,GM,26,Strength,136.18867,135.1923,0.9963684
MULTINEXT,GM,27,Strength,140.92453,140.36539,0.55914307
MULTINEXT,GM,28,Strength,134.22641,133.1923,1.0341034
MULTINEXT,GM,29,Strength,108.64151,107.26923,1.3722763
MULTINEXT,GM,30,Strength,142.98112,142.26923,0.7118988
MULTINEXT,GM,31,Strength,145.73586,145.46153,0.2743225
MULTINEXT,GM,32,Strength,133.77359,133.65384,0.11975098
MULTINEXT,GM,33,Strength,146.32076,144.86539,1.455368
MULTINEXT,GM,34,Strength,134.15094,133.26923,0.88171387
MULTINEXT,GM,35,Strength,131.69812,131.76923,-0.07110596
MULTINEXT,GM,36,Strength,106.98113,106.96154,0.019592285
MULTINEXT,GM,37,Strength,114.81132,114.98077,-0.16944885
MULTINEXT,GM,38,Strength,146.67924,146.5,0.179245
MULTINEXT,GM,39,Strength,136.96227,136.40384,0.5584259
MULTINEXT,GM,40,Strength,147.20755,145.96153,1.2460175
MULTINEXT,GM,41,Strength,138.64151,138.6923,-0.05079651
MULTINEXT,GM,42,Strength,133.79245,133.63461,0.15783691
MULTINEXT,GM,43,Strength,98.13207,97.98077,0.15130615
MULTINEXT,GM,44,Strength,110.830185,111.03846,-0.20827484
MULTINEXT,GM,45,Strength,113.830185,113.98077,-0.15058136
MULTINEXT,GM,46,Strength,128.28302,127.25,1.03302
MULTINEXT,GM,47,Strength,125.01887,124.57692,0.44194794
MULTINEXT,GM,48,Strength,90.64151,91.61539,-0.97387695
MULTINEXT,GM,49,Strength,120.54717,121.13461,-0.5874405
MULTINEXT,GM,50,Strength,140.94339,140.34616,0.597229
MULTINEXT,GM,51,Strength,131.73586,131.73077,0.0050811768
MULTINEXT,GM,52,Strength,133.90565,133.51923,0.38642883
MULTINEXT,GM,53,Strength,126.69811,126.86539,-0.16727448
MULTINEXT,GM,54,Strength,125.81132,125.76923,0.04208374
MULTINEXT,GM,55,Strength,117.86793,117.86539,0.0025405884
MULTINEXT,GM,56,Strength,123.79245,123.82692,-0.034469604
MULTINEXT,GM,57,Strength,140.83018,140.46153,0.36865234
MULTINEXT,GM,58,Strength,103.56604,104.44231,-0.8762665
MULTINEXT,GM,59,Strength,121.56604,120.09615,1.4698868
MULTINEXT,GM,60,Strength,129.50943,128.0,1.5094299
MULTINEXT,GM,61,Strength,119.35849,118.34615,1.0123367
MULTINEXT,GM,62,Strength,129.4717,128.03847,1.4332275
MULTINEXT,GM,63,Strength,119.0566,118.65385,0.40275574
MULTINEXT,GM,64,Strength,115.396225,114.38461,1.0116119
MULTINEXT,GM,65,Strength,123.15094,122.48077,0.67017365
MULTINEXT,GM,66,Strength,130.39622,129.09616,1.3000641
MULTINEXT,GM,67,Strength,142.92453,142.32692,0.5976105
MULTINEXT,GM,68,Strength,118.81132,118.90385,-0.0925293
MULTINEXT,GM,69,Strength,133.92453,133.5,0.42453003
MULTINEXT,GM,70,Strength,138.86792,138.46153,0.40638733
MULTINEXT,GM,71,Strength,136.32076,135.0577,1.2630615
MULTINEXT,GM,72,Strength,142.01888,141.25,0.7688751
MULTINEXT,GM,73,Strength,134.30188,133.11539,1.1864929
MULTINEXT,GM,74,Strength,100.71698,99.34615,1.3708267
MULTINEXT,GM,75,Strength,143.96227,143.26923,0.69303894
MULTINEXT,rsfMRI,0,Strength,120.28302,119.40385,0.8791733
MULTINEXT,rsfMRI,1,Strength,129.37737,128.13461,1.2427521
MULTINEXT,rsfMRI,2,Strength,122.9434,122.69231,0.251091
MULTINEXT,rsfMRI,3,Strength,93.26415,92.94231,0.321846
MULTINEXT,rsfMRI,4,Strength,125.0566,124.53846,0.5181427
MULTINEXT,rsfMRI,5,Strength,140.07547,139.23077,0.84469604
MULTINEXT,rsfMRI,6,Strength,135.1132,134.28847,0.82473755
MULTINEXT,rsfMRI,7,Strength,135.43396,133.96153,1.4724274
MULTINEXT,rsfMRI,8,Strength,131.07547,130.40384,0.67163086
MULTINEXT,rsfMRI,9,Strength,129.15094,128.36539,0.785553
MULTINEXT,rsfMRI,10,Strength,120.113205,119.57692,0.5362854
MULTINEXT,rsfMRI,11,Strength,124.13207,123.48077,0.65130615
MULTINEXT,rsfMRI,12,Strength,140.32076,138.98077,1.3399811
MULTINEXT,rsfMRI,13,Strength,104.41509,103.57692,0.8381729
MULTINEXT,rsfMRI,14,Strength,125.41509,124.17308,1.242012
MULTINEXT,rsfMRI,15,Strength,128.28302,127.25,1.03302
MULTINEXT,rsfMRI,16,Strength,121.07547,120.59615,0.4793167
MULTINEXT,rsfMRI,17,Strength,130.22641,129.26923,0.95718384
MULTINEXT,rsfMRI,18,Strength,118.90566,118.80769,0.097969055
MULTINEXT,rsfMRI,19,Strength,132.28302,131.17308,1.1099396
MULTINEXT,rsfMRI,20,Strength,128.1132,127.42308,0.6901245
MULTINEXT,rsfMRI,21,Strength,132.26414,131.1923,1.0718384
MULTINEXT,rsfMRI,22,Strength,143.15094,142.09616,1.054779
MULTINEXT,rsfMRI,23,Strength,123.30189,122.32692,0.97496796
MULTINEXT,rsfMRI,24,Strength,133.03773,132.40384,0.6338959
MULTINEXT,rsfMRI,25,Strength,138.26414,137.07692,1.1872253
MULTINEXT,rsfMRI,26,Strength,142.15094,141.11539,1.035553
MULTINEXT,rsfMRI,27,Strength,141.0,140.28847,0.7115326
MULTINEXT,rsfMRI,28,Strength,135.5283,133.86539,1.6629181
MULTINEXT,rsfMRI,29,Strength,115.245285,114.53846,0.70682526
MULTINEXT,rsfMRI,30,Strength,143.49057,141.75,1.7405701
MULTINEXT,rsfMRI,31,Strength,146.24529,144.9423,1.3029785
MULTINEXT,rsfMRI,32,Strength,134.22641,133.1923,1.0341034
MULTINEXT,rsfMRI,33,Strength,146.20755,144.98077,1.2267761
MULTINEXT,rsfMRI,34,Strength,134.13208,133.28847,0.8436127
MULTINEXT,rsfMRI,35,Strength,132.20755,131.25,0.95755005
MULTINEXT,rsfMRI,36,Strength,107.245285,106.69231,0.5529785
MULTINEXT,rsfMRI,37,Strength,115.07547,114.71154,0.36392975
MULTINEXT,rsfMRI,38,Strength,147.18867,145.98077,1.207901
MULTINEXT,rsfMRI,39,Strength,137.32076,136.03847,1.2822876
MULTINEXT,rsfMRI,40,Strength,147.20755,145.96153,1.2460175
MULTINEXT,rsfMRI,41,Strength,139.05661,138.26923,0.78738403
MULTINEXT,rsfMRI,42,Strength,134.15094,133.26923,0.88171387
MULTINEXT,rsfMRI,43,Strength,97.962265,98.15385,-0.19158173
MULTINEXT,rsfMRI,44,Strength,111.01887,110.84615,0.17271423
MULTINEXT,rsfMRI,45,Strength,118.20755,117.51923,0.68831635
MULTINEXT,rsfMRI,46,Strength,129.22641,128.28847,0.9379425
MULTINEXT,rsfMRI,47,Strength,125.01887,124.57692,0.44194794
MULTINEXT,rsfMRI,48,Strength,91.245285,91.0,0.24528503
MULTINEXT,rsfMRI,49,Strength,121.07547,120.59615,0.4793167
MULTINEXT,rsfMRI,50,Strength,141.26414,140.01923,1.2449188
MULTINEXT,rsfMRI,51,Strength,132.32076,131.13461,1.186142
MULTINEXT,rsfMRI,52,Strength,134.28302,133.13461,1.148407
MULTINEXT,rsfMRI,53,Strength,127.13207,126.42308,0.708992
MULTINEXT,rsfMRI,54,Strength,126.18868,125.38461,0.8040695
MULTINEXT,rsfMRI,55,Strength,117.90566,117.82692,0.07874298
MULTINEXT,rsfMRI,56,Strength,123.962265,123.65385,0.30841827
MULTINEXT,rsfMRI,57,Strength,141.20755,140.07692,1.1306305
MULTINEXT,rsfMRI,58,Strength,104.49056,103.5,0.99056244
MULTINEXT,rsfMRI,59,Strength,124.37736,123.23077,1.1465912
MULTINEXT,rsfMRI,60,Strength,129.30188,128.21153,1.0903473
MULTINEXT,rsfMRI,61,Strength,119.22642,118.48077,0.74565125
MULTINEXT,rsfMRI,62,Strength,129.15094,128.36539,0.785553
MULTINEXT,rsfMRI,63,Strength,119.830185,119.86539,-0.035202026
MULTINEXT,rsfMRI,64,Strength,130.20755,129.28847,0.91908264
MULTINEXT,rsfMRI,65,Strength,123.0,122.63461,0.36538696
MULTINEXT,rsfMRI,66,Strength,132.20755,131.25,0.95755005
MULTINEXT,rsfMRI,67,Strength,144.35849,142.86539,1.493103
MULTINEXT,rsfMRI,68,Strength,119.13207,118.57692,0.5551529
MULTINEXT,rsfMRI,69,Strength,134.13208,133.28847,0.8436127
MULTINEXT,rsfMRI,70,Strength,139.35849,137.96153,1.3969574
MULTINEXT,rsfMRI,71,Strength,142.33963,140.92308,1.4165497
MULTINEXT,rsfMRI,72,Strength,142.01888,141.25,0.7688751
MULTINEXT,rsfMRI,73,Strength,136.37737,135.0,1.3773651
MULTINEXT,rsfMRI,74,Strength,110.0566,109.82692,0.22968292
MULTINEXT,rsfMRI,75,Strength,144.26414,142.96153,1.3026123
