Layer,Node,Metric,Mean_Control,Mean_MS,Delta_Control_minus_MS
rsfMRI,23,Betweenness,0.03424104,0.026902288,0.007338751
rsfMRI,24,Betweenness,0.0108380085,0.017525988,-0.006687979
rsfMRI,25,Betweenness,0.029433964,0.020291062,0.009142902
rsfMRI,26,Betweenness,0.02381778,0.025613308,-0.0017955285
rsfMRI,27,Betweenness,0.014366819,0.006285516,0.008081302
rsfMRI,28,Betweenness,0.012979773,0.010845461,0.002134312
rsfMRI,29,Betweenness,0.0066360696,0.021926543,-0.015290473
rsfMRI,30,Betweenness,0.02099609,0.025079696,-0.0040836055
rsfMRI,31,Betweenness,0.029114397,0.023277896,0.0058365017
rsfMRI,32,Betweenness,0.025238821,0.027602218,-0.0023633968
rsfMRI,33,Betweenness,0.023287438,0.041995842,-0.018708404
rsfMRI,34,Betweenness,0.03572327,0.05366598,-0.017942712
rsfMRI,35,Betweenness,0.015189528,0.030977132,-0.015787603
rsfMRI,36,Betweenness,0.040020403,0.028766457,0.0112539455
rsfMRI,37,Betweenness,0.019622643,0.02130977,-0.0016871281
rsfMRI,38,Betweenness,0.014618392,0.027387388,-0.012768996
rsfMRI,39,Betweenness,0.02228795,0.037858628,-0.015570678
rsfMRI,40,Betweenness,0.034601394,0.031046432,0.0035549626
rsfMRI,41,Betweenness,0.027557371,0.05502426,-0.027466888
rsfMRI,42,Betweenness,0.0144008165,0.015349966,-0.000949149
rsfMRI,43,Betweenness,0.038048614,0.027934859,0.010113755
rsfMRI,44,Betweenness,0.031385347,0.02088704,0.010498308
rsfMRI,45,Betweenness,0.0098249195,0.020519752,-0.010694833
rsfMRI,46,Betweenness,0.025544789,0.023901593,0.0016431957
rsfMRI,47,Betweenness,0.02973313,0.013035343,0.016697787
rsfMRI,48,Betweenness,0.032677203,0.030831601,0.001845602
rsfMRI,49,Betweenness,0.022083972,0.011205822,0.010878149
rsfMRI,50,Betweenness,0.01699133,0.024726268,-0.0077349376
rsfMRI,51,Betweenness,0.011232365,0.025142062,-0.0139096975
rsfMRI,52,Betweenness,0.012707802,0.013153153,-0.000445351
rsfMRI,53,Betweenness,0.014795173,0.022758143,-0.00796297
rsfMRI,54,Betweenness,0.022029577,0.012903672,0.009125905
rsfMRI,55,Betweenness,0.018555159,0.024920307,-0.0063651484
rsfMRI,56,Betweenness,0.031480536,0.02943867,0.0020418651
rsfMRI,57,Betweenness,0.012728201,0.011496882,0.0012313193
rsfMRI,58,Betweenness,0.014448411,0.03779626,-0.023347847
rsfMRI,59,Betweenness,0.010953595,0.018142758,-0.007189163
rsfMRI,60,Betweenness,0.02045895,0.016874565,0.003584385
rsfMRI,61,Betweenness,0.020866904,0.019140678,0.0017262269
rsfMRI,62,Betweenness,0.016127823,0.023735275,-0.0076074526
rsfMRI,63,Betweenness,0.01155193,0.011760221,-0.00020829123
rsfMRI,64,Betweenness,0.013734488,0.011975052,0.001759436
rsfMRI,65,Betweenness,0.025497196,0.025356896,0.00014030002
rsfMRI,66,Betweenness,0.015495495,0.023575881,-0.008080387
rsfMRI,67,Betweenness,0.017759647,0.027643798,-0.009884151
rsfMRI,68,Betweenness,0.02279789,0.023957035,-0.0011591446
rsfMRI,69,Betweenness,0.021594424,0.016590435,0.0050039887
rsfMRI,70,Betweenness,0.015658678,0.020900901,-0.005242223
rsfMRI,71,Betweenness,0.022525921,0.01968815,0.0028377715
rsfMRI,72,Betweenness,0.020132586,0.02925849,-0.009125903
rsfMRI,73,Betweenness,0.023063064,0.016153846,0.0069092177
rsfMRI,74,Betweenness,0.012388237,0.023430355,-0.011042118
rsfMRI,75,Betweenness,0.017521672,0.024248093,-0.0067264214
rsfMRI,0,Closeness,0.9932959,0.9890369,0.0042589903
