edge_idx,source,target,control,ms,delta
1275,71,33,0.271837,0.27990133,-0.00806433
820,31,6,0.2816534,0.28973252,-0.008079112
231,12,18,0.27048096,0.27856338,-0.00808242
1286,50,35,0.27403355,0.2821309,-0.008097351
1199,67,27,0.27076602,0.27892023,-0.008154213
630,42,72,0.2742411,0.28240782,-0.00816673
258,13,22,0.2723062,0.2804778,-0.008171588
291,15,64,0.27133545,0.27957505,-0.008239597
1063,32,20,0.27430636,0.28254855,-0.00824219
1201,71,27,0.2702829,0.27856842,-0.008285522
1233,72,29,0.26830503,0.2766061,-0.008301079
1012,27,18,0.26275623,0.27106193,-0.008305699
437,24,27,0.27491325,0.28325087,-0.008337617
494,27,52,0.2676126,0.27595297,-0.008340359
1096,75,21,0.2709017,0.27924353,-0.008341819
884,42,8,0.27260745,0.28098783,-0.008380383
778,35,4,0.27692902,0.2853707,-0.008441687
1264,67,32,0.27276927,0.28124446,-0.008475184
558,31,64,0.27780536,0.2863145,-0.008509129
757,67,2,0.27292868,0.2814674,-0.008538723
793,34,5,0.27217606,0.28071675,-0.00854069
821,33,6,0.27609554,0.2846471,-0.008551568
375,20,67,0.26729116,0.27587664,-0.008585483
29,1,64,0.27195674,0.28054416,-0.00858742
550,30,67,0.26516864,0.27375776,-0.008589119
1176,64,26,0.26839948,0.27699283,-0.008593351
571,33,52,0.2797311,0.28834146,-0.008610368
575,33,65,0.2760321,0.28465372,-0.008621633
530,28,74,0.26983982,0.27848423,-0.008644402
937,47,12,0.26958102,0.27825963,-0.008678615
626,42,57,0.27213475,0.28090435,-0.008769602
1292,67,35,0.27626243,0.28505385,-0.008791417
993,75,15,0.27686903,0.28567642,-0.008807391
1055,22,20,0.27163082,0.28044125,-0.008810431
1291,63,35,0.27218536,0.28110665,-0.008921295
635,45,65,0.27937314,0.28833058,-0.008957446
1313,67,40,0.27329263,0.28225243,-0.0089598
1387,75,63,0.2726597,0.28171784,-0.009058148
853,34,7,0.27158415,0.28067026,-0.009086102
930,22,12,0.27051693,0.2796351,-0.00911817
96,5,34,0.276394,0.28552273,-0.00912872
222,10,57,0.26771328,0.2769207,-0.0092074275
1107,38,22,0.27310234,0.28232858,-0.009226233
1059,26,20,0.2714201,0.28065747,-0.009237379
943,57,12,0.276959,0.2862046,-0.009245604
347,19,65,0.27683017,0.2860837,-0.009253532
510,28,38,0.26800558,0.27727747,-0.00927189
125,6,35,0.26523215,0.2745043,-0.009272158
432,22,74,0.27427334,0.28359848,-0.009325147
1191,52,27,0.27091318,0.28026432,-0.009351134
770,18,4,0.27175066,0.28111783,-0.009367168
746,35,2,0.27030516,0.2796742,-0.0093690455
692,65,72,0.26462644,0.27403015,-0.009403706
543,30,53,0.27296433,0.28238195,-0.009417623
1167,47,26,0.27124992,0.2807164,-0.009466469
1221,67,28,0.27762252,0.287097,-0.009474486
1008,56,17,0.2691417,0.27862743,-0.009485722
962,28,14,0.26943636,0.27892214,-0.009485781
132,6,55,0.27041686,0.27993792,-0.009521067
839,75,6,0.273503,0.28302786,-0.009524852
411,22,39,0.27318656,0.28276813,-0.009581566
834,67,6,0.27252257,0.28215253,-0.009629965
911,31,10,0.28038916,0.2900601,-0.009670943
987,59,15,0.271844,0.2815568,-0.0097127855
698,7,0,0.26983285,0.27956182,-0.009728968
185,8,37,0.27919346,0.28894895,-0.009755492
1209,41,28,0.27689967,0.2866978,-0.009798139
1340,51,48,0.26880938,0.27863577,-0.009826392
670,53,75,0.2714504,0.2813093,-0.009858906
1181,72,26,0.2743703,0.2842293,-0.009858996
809,73,5,0.27127206,0.28123066,-0.009958595
396,21,71,0.26922673,0.27921984,-0.009993106
129,6,51,0.26925424,0.2792835,-0.010029256
1153,67,25,0.27273586,0.28283173,-0.010095865
762,8,3,0.27299458,0.28312686,-0.010132283
