edge_idx,source,target,control,ms,delta
982,20,15,0.2718849,0.2679348,0.003950089
1183,74,26,0.2771648,0.27321962,0.003945172
1012,27,18,0.27578166,0.2718376,0.003944069
437,24,27,0.2755976,0.2716667,0.0039308965
213,10,30,0.27334955,0.26942986,0.003919691
476,26,59,0.27527592,0.27135646,0.0039194524
51,2,40,0.27236015,0.26844716,0.0039129853
571,33,52,0.27907705,0.2751979,0.0038791597
871,13,8,0.27338198,0.269506,0.0038759708
811,7,6,0.27487114,0.27100044,0.0038706958
936,42,12,0.27678436,0.27294287,0.0038414896
520,28,60,0.26523793,0.2614036,0.003834337
236,12,33,0.27082866,0.2670185,0.0038101673
182,8,34,0.2684978,0.26469865,0.0037991405
989,66,15,0.26769203,0.2639001,0.0037919283
968,46,14,0.28077653,0.27702042,0.003756106
340,19,46,0.2706901,0.26694638,0.003743738
784,63,4,0.2806405,0.2769305,0.0037100017
882,37,8,0.2804416,0.276758,0.0036836267
578,33,71,0.27327508,0.26960787,0.0036672056
458,25,71,0.2763725,0.27270803,0.0036644638
793,34,5,0.26833728,0.26469553,0.0036417544
508,27,75,0.27627116,0.27263564,0.0036355257
779,37,4,0.26899526,0.26536158,0.003633678
675,55,57,0.27467164,0.2710384,0.003633231
365,20,30,0.27431813,0.27068907,0.0036290586
242,12,51,0.27737892,0.27377242,0.0036064982
993,75,15,0.26786438,0.26426387,0.003600508
65,3,8,0.27521676,0.2716555,0.0035612583
321,18,35,0.2789875,0.27544767,0.0035398304
594,35,63,0.28216484,0.27863905,0.0035257936
513,28,46,0.27901438,0.27551416,0.0035002232
356,19,75,0.27538598,0.27189204,0.0034939349
518,28,57,0.27288273,0.26939395,0.003488779
1137,59,24,0.26991275,0.26642588,0.0034868717
1221,67,28,0.2797572,0.2762914,0.0034658015
1249,72,30,0.27420977,0.27075773,0.0034520328
856,47,7,0.27547508,0.27205685,0.003418237
656,52,53,0.2797712,0.27641946,0.003351748
120,6,19,0.2776168,0.27427226,0.0033445358
75,4,27,0.27273908,0.26940358,0.0033355057
1244,61,30,0.2715804,0.2682718,0.0033085942
414,22,42,0.26983896,0.26654214,0.0032968223
603,38,67,0.27912396,0.2758345,0.0032894611
1336,57,47,0.2767118,0.27343765,0.0032741427
825,50,6,0.27606532,0.27279803,0.0032672882
102,5,51,0.27179852,0.26853946,0.0032590628
37,1,75,0.2738046,0.27054617,0.003258437
121,6,20,0.27386463,0.2706268,0.0032378137
528,28,72,0.27476326,0.27154014,0.0032231212
421,22,57,0.27490878,0.27170056,0.00320822
1272,65,33,0.26976487,0.2665811,0.003183782
169,7,73,0.2672173,0.2640476,0.0031697154
902,26,9,0.26206556,0.25890258,0.00316298
712,69,0,0.27227962,0.2691209,0.0031587183
833,66,6,0.27848607,0.27535132,0.0031347573
347,19,65,0.27173945,0.2686056,0.0031338632
729,67,1,0.2769632,0.27383178,0.0031314194
826,51,6,0.28203553,0.27892333,0.003112197
275,14,64,0.27826846,0.27516225,0.0031062067
983,22,15,0.27098954,0.2678836,0.0031059384
981,75,14,0.2743002,0.27120382,0.003096372
1185,31,27,0.27697325,0.27389497,0.0030782819
492,27,50,0.27467847,0.2716039,0.0030745566
1386,72,63,0.2709268,0.2678594,0.003067404
687,63,67,0.27628434,0.2732215,0.0030628443
250,12,66,0.270975,0.2679201,0.003054887
1142,71,24,0.26951176,0.26647264,0.0030391216
86,4,57,0.27236217,0.26932752,0.0030346513
588,35,47,0.27687937,0.27384734,0.0030320287
1097,25,22,0.27474135,0.27171332,0.0030280352
76,4,30,0.27425417,0.27124742,0.0030067563
119,6,18,0.27688438,0.27389157,0.0029928088
957,33,13,0.26419124,0.26122612,0.0029651225
77,4,31,0.27731577,0.27437025,0.0029455125
804,63,5,0.27692747,0.27398908,0.0029383898
509,28,34,0.2723988,0.26946458,0.0029342175
855,42,7,0.2757471,0.27282155,0.002925545
515,28,51,0.2768595,0.27396318,0.002896309
1232,71,29,0.26439038,0.26149526,0.0028951168
1084,50,21,0.26906905,0.26617402,0.0028950274
554,31,35,0.27137873,0.26852366,0.0028550625
1161,35,26,0.27767816,0.27485412,0.0028240383
652,51,52,0.2760794,0.27328345,0.0027959347
1081,41,21,0.27242854,0.26963335,0.0027951896
1035,40,19,0.27215,0.26937163,0.002778381
394,21,67,0.27615932,0.27342448,0.00273484
155,7,33,0.27333865,0.27061203,0.0027266145
1262,64,32,0.27252364,0.26981473,0.002708912
1190,51,27,0.2784631,0.27575967,0.0027034283
98,5,38,0.26268667,0.25998902,0.0026976466
786,71,4,0.2748715,0.27220723,0.002664268
1167,47,26,0.2792212,0.27656147,0.002659738
431,22,73,0.28012678,0.27747416,0.0026526153
130,6,52,0.2746416,0.27199137,0.0026502311
1227,74,28,0.28016812,0.27752122,0.0026468933
842,12,7,0.27467173,0.2720342,0.0026375353
549,30,66,0.27229157,0.26969606,0.002595514
561,31,71,0.27197567,0.2694309,0.0025447607
1321,53,42,0.27261934,0.27009583,0.0025235116
1014,31,18,0.2750977,0.27257946,0.0025182366
1192,53,27,0.27721077,0.27470848,0.0025022924
254,12,72,0.27182627,0.26932544,0.002500832
1327,72,42,0.27143034,0.26893628,0.002494067
501,27,66,0.2691998,0.2667205,0.002479285
1172,57,26,0.27373213,0.27126044,0.0024716854
447,25,40,0.26336524,0.26090375,0.002461493
273,14,59,0.27629238,0.27384073,0.0024516582
872,23,8,0.2784996,0.27606952,0.0024300814
576,33,66,0.2741719,0.27174732,0.002424568
950,71,12,0.27714363,0.2747225,0.0024211407
235,12,32,0.2649299,0.26251584,0.0024140477
444,24,67,0.2758985,0.27348605,0.0024124384
58,2,57,0.2745692,0.27219656,0.0023726523
643,48,51,0.27567983,0.27333766,0.0023421645
542,30,52,0.2712636,0.26894855,0.0023150444
1130,75,22,0.27909073,0.2767795,0.0023112297
1384,67,63,0.28282672,0.2805169,0.002309829
1391,72,67,0.27621517,0.2739131,0.0023020804
689,63,72,0.27864084,0.27633917,0.0023016632
95,5,33,0.2704784,0.26818636,0.002292037
358,20,22,0.2744487,0.27216977,0.002278924
186,8,40,0.267529,0.26526996,0.0022590458
770,18,4,0.2799904,0.27773422,0.0022561848
160,7,51,0.27665463,0.27440134,0.002253294
179,8,31,0.26764923,0.26540864,0.0022405982
638,47,56,0.26415068,0.26192328,0.0022273958
776,33,4,0.27591494,0.2736962,0.0022187233
1052,74,19,0.2791099,0.2769097,0.0022001863
592,35,55,0.28077418,0.27858162,0.0021925569
315,18,27,0.27551797,0.27332866,0.0021893084
1010,68,17,0.27529004,0.2731155,0.0021745563
257,13,18,0.2813093,0.27915457,0.0021547377
930,22,12,0.27572432,0.27357325,0.002151072
1230,64,29,0.26749077,0.26536968,0.002121091
1259,73,31,0.27009645,0.26798525,0.0021111965
141,6,73,0.27475736,0.27264935,0.0021080077
1238,51,30,0.27903637,0.27692887,0.002107501
1088,64,21,0.2767442,0.27465037,0.0020938218
425,22,64,0.26997596,0.2678864,0.00208956
1364,61,53,0.27676603,0.27468115,0.002084881
396,21,71,0.27912655,0.27704594,0.0020806193
510,28,38,0.26788643,0.265806,0.0020804405
756,58,2,0.27847975,0.2764106,0.0020691454
766,10,4,0.2734404,0.27138665,0.0020537376
692,65,72,0.27418607,0.27214324,0.00204283
9,0,27,0.2744149,0.272399,0.0020158887
1156,72,25,0.2664246,0.26442698,0.0019976199
361,20,25,0.2799249,0.27793443,0.0019904673
167,7,67,0.27381787,0.27185938,0.0019584894
471,26,49,0.26784804,0.26593012,0.0019179285
1290,57,35,0.2759602,0.27404568,0.001914531
1351,63,51,0.27255353,0.27066737,0.0018861592
373,20,64,0.27558944,0.27372345,0.001865983
