Node,Group,Layer,Metric,Value
26,Control,GM,Degree_mean,74.24528301886792
26,Control,rsfMRI,Degree_mean,74.24528301886792
26,EM,FA,Degree_mean,72.67307692307692
26,EM,GM,Degree_mean,74.32692307692308
26,EM,rsfMRI,Degree_mean,74.32692307692308
27,Control,FA,Degree_mean,73.9245283018868
27,Control,GM,Degree_mean,74.0377358490566
27,Control,rsfMRI,Degree_mean,74.16981132075472
27,EM,FA,Degree_mean,72.65384615384616
27,EM,GM,Degree_mean,74.53846153846153
27,EM,rsfMRI,Degree_mean,74.40384615384616
28,Control,FA,Degree_mean,73.9622641509434
28,Control,GM,Degree_mean,74.39622641509433
28,Control,rsfMRI,Degree_mean,74.62264150943396
28,EM,FA,Degree_mean,72.61538461538461
28,EM,GM,Degree_mean,74.17307692307692
28,EM,rsfMRI,Degree_mean,73.9423076923077
29,Control,FA,Degree_mean,61.943396226415096
29,Control,GM,Degree_mean,74.54716981132076
29,Control,rsfMRI,Degree_mean,74.45283018867924
29,EM,FA,Degree_mean,60.86538461538461
29,EM,GM,Degree_mean,74.01923076923077
29,EM,rsfMRI,Degree_mean,74.11538461538461
30,Control,FA,Degree_mean,72.98113207547169
30,Control,GM,Degree_mean,74.26415094339623
30,Control,rsfMRI,Degree_mean,74.62264150943396
30,EM,FA,Degree_mean,71.61538461538461
30,EM,GM,Degree_mean,74.3076923076923
30,EM,rsfMRI,Degree_mean,73.9423076923077
31,Control,FA,Degree_mean,74.84905660377359
31,Control,GM,Degree_mean,73.94339622641509
31,Control,rsfMRI,Degree_mean,74.37735849056604
31,EM,FA,Degree_mean,73.71153846153847
31,EM,GM,Degree_mean,74.63461538461539
31,EM,rsfMRI,Degree_mean,74.1923076923077
32,Control,FA,Degree_mean,72.77358490566037
32,Control,GM,Degree_mean,73.88679245283019
32,Control,rsfMRI,Degree_mean,74.39622641509433
32,EM,FA,Degree_mean,71.82692307692308
32,EM,GM,Degree_mean,74.6923076923077
32,EM,rsfMRI,Degree_mean,74.17307692307692
33,Control,FA,Degree_mean,73.75471698113208
33,Control,GM,Degree_mean,74.52830188679245
33,Control,rsfMRI,Degree_mean,74.41509433962264
33,EM,FA,Degree_mean,72.82692307692308
33,EM,GM,Degree_mean,74.03846153846153
33,EM,rsfMRI,Degree_mean,74.15384615384616
34,Control,FA,Degree_mean,73.67924528301887
34,Control,GM,Degree_mean,74.35849056603773
34,Control,rsfMRI,Degree_mean,74.37735849056604
34,EM,FA,Degree_mean,72.90384615384616
34,EM,GM,Degree_mean,74.21153846153847
34,EM,rsfMRI,Degree_mean,74.1923076923077
35,Control,FA,Degree_mean,70.73584905660377
35,Control,GM,Degree_mean,74.09433962264151
35,Control,rsfMRI,Degree_mean,74.49056603773585
35,EM,FA,Degree_mean,69.90384615384616
35,EM,GM,Degree_mean,74.48076923076923
35,EM,rsfMRI,Degree_mean,74.07692307692308
36,Control,FA,Degree_mean,62.56603773584906
36,Control,GM,Degree_mean,74.35849056603773
36,Control,rsfMRI,Degree_mean,74.47169811320755
36,EM,FA,Degree_mean,62.23076923076923
36,EM,GM,Degree_mean,74.21153846153847
36,EM,rsfMRI,Degree_mean,74.09615384615384
37,Control,FA,Degree_mean,70.50943396226415
37,Control,GM,Degree_mean,74.28301886792453
37,Control,rsfMRI,Degree_mean,74.33962264150944
